リーグ名,チーム名,選手名,年度,日付,ストライクカウント,ボールカウント,結果
セリーグ,中日,武山　真吾,2014,06/15,1,2,右邪飛
セリーグ,中日,武山　真吾,2014,06/15,2,2,左飛
セリーグ,中日,武山　真吾,2014,06/15,1,1,投ゴロ
セリーグ,中日,武山　真吾,2014,06/15,2,2,見三振
セリーグ,中日,武山　真吾,2014,06/14,2,2,見三振
セリーグ,中日,武山　真吾,2014,06/07,0,1,投併打
セリーグ,中日,武山　真吾,2014,06/07,0,0,捕犠野
セリーグ,中日,武山　真吾,2014,06/07,2,0,二飛
セリーグ,中日,武山　真吾,2014,06/07,2,1,一ゴロ
セリーグ,中日,武山　真吾,2014,06/04,0,1,右飛
セリーグ,中日,武山　真吾,2014,06/04,1,3,左本(2)
セリーグ,中日,武山　真吾,2014,06/04,2,2,中安
セリーグ,中日,武山　真吾,2014,06/04,2,1,空三振
セリーグ,中日,武山　真吾,2014,06/04,0,0,捕ゴロ
セリーグ,中日,武山　真吾,2014,06/03,0,0,遊ゴロ
セリーグ,中日,武山　真吾,2014,05/31,1,3,遊直
セリーグ,中日,武山　真吾,2014,05/29,2,1,空三振
セリーグ,中日,武山　真吾,2014,05/29,2,3,見三振
セリーグ,中日,武山　真吾,2014,05/29,2,0,空三振
セリーグ,中日,武山　真吾,2014,05/26,1,0,二飛
セリーグ,中日,武山　真吾,2014,05/26,2,2,二ゴロ
セリーグ,中日,武山　真吾,2014,05/23,2,2,二ゴロ
セリーグ,中日,武山　真吾,2014,05/23,1,0,左安
セリーグ,中日,武山　真吾,2014,05/23,2,1,右飛
セリーグ,中日,武山　真吾,2014,05/23,2,1,空三振
セリーグ,中日,武山　真吾,2014,05/18,1,2,右安
セリーグ,中日,武山　真吾,2014,05/16,0,0,左安
セリーグ,中日,武山　真吾,2014,05/16,0,1,左犠飛(1)
セリーグ,中日,武山　真吾,2014,05/16,0,1,中安
セリーグ,中日,武山　真吾,2014,04/11,2,2,空三振
セリーグ,中日,岩﨑　恭平,2014,10/07,2,0,死球
セリーグ,中日,岩﨑　恭平,2014,10/07,2,1,空三振
セリーグ,中日,岩﨑　恭平,2014,10/07,0,1,一邪飛
セリーグ,中日,岩﨑　恭平,2014,10/07,0,0,三安
セリーグ,中日,岩﨑　恭平,2014,10/04,2,0,右飛
セリーグ,中日,岩﨑　恭平,2014,10/04,2,3,見三振
セリーグ,中日,岩﨑　恭平,2014,08/30,0,0,二ゴロ
セリーグ,中日,岩﨑　恭平,2014,08/30,2,1,空三振
セリーグ,中日,岩﨑　恭平,2014,07/31,2,0,見三振
セリーグ,中日,岩﨑　恭平,2014,06/14,2,2,空三振
セリーグ,中日,岩﨑　恭平,2014,06/14,2,0,空三振
セリーグ,中日,岩﨑　恭平,2014,06/14,1,1,遊ゴロ
セリーグ,中日,岩﨑　恭平,2014,06/12,2,1,一安
セリーグ,中日,岩﨑　恭平,2014,06/12,2,2,空三振
セリーグ,中日,岩﨑　恭平,2014,06/12,2,3,四球
セリーグ,中日,岩﨑　恭平,2014,06/12,1,2,左飛
セリーグ,中日,岩﨑　恭平,2014,06/12,2,3,三ゴロ
セリーグ,中日,岩﨑　恭平,2014,06/09,1,2,中飛
セリーグ,中日,岩﨑　恭平,2014,06/09,2,3,遊ゴロ
セリーグ,中日,岩﨑　恭平,2014,06/08,2,2,投ゴロ
セリーグ,中日,岩﨑　恭平,2014,06/07,1,1,投失
セリーグ,中日,岩﨑　恭平,2014,06/07,2,0,左安
セリーグ,中日,岩﨑　恭平,2014,06/07,2,0,遊ゴロ
セリーグ,中日,岩﨑　恭平,2014,06/07,2,2,空三振
セリーグ,中日,岩﨑　恭平,2014,05/20,0,3,四球
セリーグ,中日,岩﨑　恭平,2014,05/18,0,1,左飛
セリーグ,中日,岩﨑　恭平,2014,05/17,1,0,二失
セリーグ,中日,岩﨑　恭平,2014,05/15,1,0,中飛
セリーグ,中日,岩﨑　恭平,2014,05/10,2,1,左安
セリーグ,中日,岩﨑　恭平,2014,05/10,2,0,二直
セリーグ,中日,岩﨑　恭平,2014,05/06,0,1,中飛
セリーグ,中日,岩﨑　恭平,2014,05/06,1,1,二ゴロ
セリーグ,中日,岩﨑　恭平,2014,05/06,2,3,遊直
セリーグ,中日,岩﨑　恭平,2014,05/06,2,0,空三振
セリーグ,中日,岩﨑　恭平,2014,05/06,2,2,空三振
セリーグ,中日,岩﨑　恭平,2014,05/06,1,2,左邪飛
セリーグ,中日,岩﨑　恭平,2014,05/05,2,2,二ゴロ
セリーグ,中日,岩﨑　恭平,2014,04/01,2,2,左飛
セリーグ,中日,岩﨑　恭平,2014,03/29,1,0,投直
セリーグ,中日,中田　亮二,2014,07/31,2,1,空三振
セリーグ,中日,中田　亮二,2014,07/30,2,2,二ゴロ
セリーグ,中日,中田　亮二,2014,07/29,1,0,三邪飛
セリーグ,中日,中田　亮二,2014,07/27,2,3,遊飛
セリーグ,中日,中田　亮二,2014,07/26,1,0,投犠打
セリーグ,中日,中田　亮二,2014,07/21,2,0,空三振
セリーグ,中日,中田　亮二,2014,07/16,1,0,二ゴロ
セリーグ,中日,中田　亮二,2014,07/15,1,1,右飛
セリーグ,中日,中田　亮二,2014,07/14,2,0,見三振
セリーグ,中日,中田　亮二,2014,07/12,1,0,死球
セリーグ,中日,中田　亮二,2014,06/21,2,1,空三振
セリーグ,中日,中田　亮二,2014,06/21,1,1,三ゴロ
セリーグ,中日,中田　亮二,2014,06/18,0,0,左飛
セリーグ,中日,中田　亮二,2014,06/18,2,3,中飛
セリーグ,中日,中田　亮二,2014,06/18,1,1,左２
セリーグ,中日,中田　亮二,2014,06/17,2,2,左邪飛
セリーグ,中日,中田　亮二,2014,06/15,2,3,一ゴロ
セリーグ,中日,中田　亮二,2014,05/26,2,1,死球
セリーグ,中日,中田　亮二,2014,05/26,2,2,二ゴロ
セリーグ,中日,中田　亮二,2014,05/26,1,2,右２
セリーグ,中日,中田　亮二,2014,05/26,0,0,左飛
セリーグ,中日,中田　亮二,2014,05/26,1,1,投ゴロ
セリーグ,中日,ゴメス,2014,07/26,2,2,見三振
セリーグ,中日,ゴメス,2014,07/23,0,0,右安
セリーグ,中日,ゴメス,2014,07/22,0,1,三邪飛
セリーグ,中日,ゴメス,2014,07/21,0,2,二併打
セリーグ,中日,ゴメス,2014,07/21,1,3,四球
セリーグ,中日,ゴメス,2014,07/21,2,1,空三振
セリーグ,中日,ゴメス,2014,07/15,2,1,空三振
セリーグ,中日,ゴメス,2014,04/20,2,1,空三振
セリーグ,中日,ゴメス,2014,04/18,2,1,中飛
セリーグ,中日,ゴメス,2014,04/17,2,1,見三振
セリーグ,中日,ゴメス,2014,04/15,2,2,二ゴロ
セリーグ,中日,ゴメス,2014,04/12,0,0,一ゴロ
セリーグ,中日,ゴメス,2014,03/29,0,0,一ゴロ
セリーグ,中日,ゴメス,2014,03/28,0,2,一ゴロ
セリーグ,中日,小田　幸平,2014,09/23,2,1,三飛
セリーグ,中日,小田　幸平,2014,09/23,2,1,遊ゴロ
セリーグ,中日,小田　幸平,2014,09/15,2,2,三ゴロ
セリーグ,中日,小田　幸平,2014,09/15,1,1,一犠打
セリーグ,中日,小田　幸平,2014,09/14,2,1,空三振
セリーグ,中日,小田　幸平,2014,09/14,1,1,投ゴロ
セリーグ,中日,小田　幸平,2014,09/09,2,0,二併打
セリーグ,中日,小田　幸平,2014,09/09,2,1,空三振
セリーグ,中日,小田　幸平,2014,09/09,2,1,二直
セリーグ,中日,小田　幸平,2014,09/05,0,0,左飛
セリーグ,中日,小田　幸平,2014,09/05,2,2,空三振
セリーグ,中日,小田　幸平,2014,09/04,1,1,左安
セリーグ,中日,小田　幸平,2014,09/02,2,2,右飛
セリーグ,中日,小田　幸平,2014,09/02,2,0,空三振
セリーグ,中日,小田　幸平,2014,09/02,0,0,遊併打
セリーグ,中日,小田　幸平,2014,08/28,2,2,空三振
セリーグ,中日,小田　幸平,2014,08/24,2,0,空三振
セリーグ,中日,吉川　大幾,2014,08/31,1,0,投犠打
セリーグ,中日,吉川　大幾,2014,08/31,0,0,右飛
セリーグ,中日,吉川　大幾,2014,08/31,1,0,三ゴロ
セリーグ,中日,吉川　大幾,2014,08/31,2,1,空三振
セリーグ,中日,吉川　大幾,2014,08/30,1,3,投ゴロ
セリーグ,中日,吉川　大幾,2014,08/30,1,3,四球
セリーグ,中日,吉川　大幾,2014,08/30,1,0,右飛
セリーグ,中日,吉川　大幾,2014,08/03,2,0,空三振
セリーグ,中日,吉川　大幾,2014,08/02,1,1,三ゴロ
セリーグ,中日,吉川　大幾,2014,07/30,0,0,一飛
セリーグ,中日,吉川　大幾,2014,07/13,1,3,二飛
セリーグ,中日,吉川　大幾,2014,07/13,2,1,一ゴロ
セリーグ,中日,吉川　大幾,2014,07/09,2,1,遊ゴロ
セリーグ,中日,吉川　大幾,2014,07/09,0,0,一犠打
セリーグ,中日,吉川　大幾,2014,07/09,2,1,二ゴロ
セリーグ,中日,吉川　大幾,2014,07/05,2,1,遊ゴロ
セリーグ,中日,吉川　大幾,2014,06/29,0,1,三飛
セリーグ,中日,赤田　龍一郎,2014,08/19,2,0,空三振
セリーグ,中日,赤田　龍一郎,2014,08/19,2,3,空三振
セリーグ,中日,赤田　龍一郎,2014,08/19,0,1,一ゴロ
セリーグ,中日,赤田　龍一郎,2014,05/10,1,1,二併打
セリーグ,中日,赤田　龍一郎,2014,05/10,2,1,二ゴロ(1)
セリーグ,中日,又吉　克樹,2014,08/24,2,2,空三振
セリーグ,中日,又吉　克樹,2014,07/29,2,3,中安
セリーグ,中日,又吉　克樹,2014,07/23,1,1,一安
セリーグ,中日,又吉　克樹,2014,05/20,1,1,中安
セリーグ,中日,祖父江　大輔,2014,08/28,1,0,左安
セリーグ,中日,祖父江　大輔,2014,05/01,2,2,三安
セリーグ,中日,祖父江　大輔,2014,04/26,1,0,三ゴロ
セリーグ,中日,岩田　慎司,2014,08/07,2,2,空三振
セリーグ,中日,岩田　慎司,2014,07/21,1,1,中安
セリーグ,中日,岩田　慎司,2014,07/21,2,1,見三振
セリーグ,中日,岩田　慎司,2014,07/10,2,3,四球
セリーグ,中日,岩田　慎司,2014,07/10,2,1,空三振
セリーグ,中日,岩田　慎司,2014,07/10,0,0,犠打失
セリーグ,中日,吉見　一起,2014,07/23,1,1,三安
セリーグ,中日,吉見　一起,2014,07/16,2,0,見三振
セリーグ,中日,吉見　一起,2014,07/16,2,0,空三振
セリーグ,中日,吉見　一起,2014,07/08,0,0,遊ゴロ
セリーグ,中日,吉見　一起,2014,07/08,0,0,二ゴロ
セリーグ,中日,吉見　一起,2014,07/08,0,3,四球(1)
セリーグ,中日,朝倉　健太,2014,09/03,2,0,三ゴロ
セリーグ,中日,朝倉　健太,2014,09/03,2,2,見三振
セリーグ,中日,朝倉　健太,2014,08/12,1,0,左２
セリーグ,中日,朝倉　健太,2014,08/05,2,2,三ゴロ
セリーグ,中日,朝倉　健太,2014,07/29,2,0,空三振
セリーグ,中日,朝倉　健太,2014,07/29,2,1,空三振
セリーグ,中日,朝倉　健太,2014,07/14,1,1,右安
セリーグ,中日,朝倉　健太,2014,07/01,2,0,空三振
セリーグ,中日,朝倉　健太,2014,05/18,2,0,右飛
セリーグ,中日,朝倉　健太,2014,05/11,2,0,一失
セリーグ,中日,朝倉　健太,2014,05/11,2,2,バ三振
セリーグ,中日,朝倉　健太,2014,05/11,2,1,見三振
セリーグ,中日,朝倉　健太,2014,05/11,2,0,空三振
セリーグ,中日,朝倉　健太,2014,05/05,0,0,二併打
セリーグ,中日,朝倉　健太,2014,05/05,2,2,見三振
セリーグ,中日,朝倉　健太,2014,04/25,1,0,二ゴロ
セリーグ,中日,朝倉　健太,2014,04/25,2,2,空三振
セリーグ,中日,山井　大介,2014,10/02,2,1,三ゴロ
セリーグ,中日,山井　大介,2014,10/02,0,1,三ゴロ
セリーグ,中日,山井　大介,2014,10/02,2,1,バ三振
セリーグ,中日,山井　大介,2014,09/25,1,3,遊ゴロ
セリーグ,中日,山井　大介,2014,09/25,2,1,空三振
セリーグ,中日,山井　大介,2014,09/25,2,1,見三振
セリーグ,中日,山井　大介,2014,09/19,0,0,投犠打
セリーグ,中日,山井　大介,2014,09/19,2,1,中飛
セリーグ,中日,山井　大介,2014,09/12,2,1,三邪飛
セリーグ,中日,山井　大介,2014,09/12,2,2,遊ゴロ
セリーグ,中日,山井　大介,2014,09/06,2,1,投失
セリーグ,中日,山井　大介,2014,09/06,2,0,空三振
セリーグ,中日,山井　大介,2014,08/30,2,1,見三振
セリーグ,中日,山井　大介,2014,08/30,1,0,二ゴロ
セリーグ,中日,山井　大介,2014,08/23,1,0,三ゴロ
セリーグ,中日,山井　大介,2014,08/23,2,1,三ゴロ
セリーグ,中日,山井　大介,2014,08/16,1,2,中安
セリーグ,中日,山井　大介,2014,08/16,0,1,二邪飛
セリーグ,中日,山井　大介,2014,08/16,0,0,投犠打
セリーグ,中日,山井　大介,2014,08/16,2,1,見三振
セリーグ,中日,山井　大介,2014,08/09,2,1,右飛
セリーグ,中日,山井　大介,2014,08/09,1,1,右安
セリーグ,中日,山井　大介,2014,08/09,2,2,遊ゴロ
セリーグ,中日,山井　大介,2014,08/02,2,0,空三振
セリーグ,中日,山井　大介,2014,07/26,0,0,捕犠打
セリーグ,中日,山井　大介,2014,07/26,2,3,中飛
セリーグ,中日,山井　大介,2014,07/12,2,1,二ゴロ
セリーグ,中日,山井　大介,2014,07/12,2,0,見三振
セリーグ,中日,山井　大介,2014,07/05,2,0,空三振
セリーグ,中日,山井　大介,2014,07/05,2,1,空三振
セリーグ,中日,山井　大介,2014,07/05,0,0,捕犠打
セリーグ,中日,山井　大介,2014,06/28,2,2,右飛
セリーグ,中日,山井　大介,2014,06/28,2,1,遊ゴロ
セリーグ,中日,山井　大介,2014,06/28,2,0,左飛
セリーグ,中日,山井　大介,2014,06/15,2,1,投ゴロ
セリーグ,中日,山井　大介,2014,06/01,1,2,遊ゴロ
セリーグ,中日,山井　大介,2014,05/20,2,1,空三振
セリーグ,中日,山井　大介,2014,05/13,2,1,中安
セリーグ,中日,山井　大介,2014,05/13,2,1,左２(1)
セリーグ,中日,山井　大介,2014,05/13,0,0,投犠打
セリーグ,中日,山井　大介,2014,05/06,2,0,空三振
セリーグ,中日,山井　大介,2014,05/06,1,0,捕犠打
セリーグ,中日,山井　大介,2014,04/29,2,2,空三振
セリーグ,中日,山井　大介,2014,04/29,1,0,二ゴロ
セリーグ,中日,山井　大介,2014,04/22,1,0,遊ゴロ
セリーグ,中日,山井　大介,2014,04/16,2,1,空三振
セリーグ,中日,山井　大介,2014,04/16,1,0,右犠飛(1)
セリーグ,中日,山井　大介,2014,04/16,0,1,捕邪飛
セリーグ,中日,山井　大介,2014,04/08,2,3,中安(1)
セリーグ,中日,山井　大介,2014,04/08,1,1,三直
セリーグ,中日,山井　大介,2014,04/01,2,0,空三振
セリーグ,中日,山井　大介,2014,04/01,2,1,左飛
セリーグ,中日,山井　大介,2014,04/01,0,0,捕併打
セリーグ,中日,雄太,2014,09/20,0,0,投犠打
セリーグ,中日,雄太,2014,09/20,2,0,バ三振
セリーグ,中日,雄太,2014,09/13,2,0,一ゴロ
セリーグ,中日,雄太,2014,09/13,1,1,遊失
セリーグ,中日,雄太,2014,09/07,2,1,遊安(1)
セリーグ,中日,雄太,2014,09/07,1,0,投犠打
セリーグ,中日,雄太,2014,08/31,0,2,三犠打
セリーグ,中日,雄太,2014,08/24,0,0,遊直
セリーグ,中日,雄太,2014,08/24,0,1,投犠打
セリーグ,中日,雄太,2014,08/17,2,0,中２
セリーグ,中日,雄太,2014,08/17,1,0,二ゴロ
セリーグ,中日,雄太,2014,08/17,2,1,一ゴロ
セリーグ,中日,雄太,2014,08/10,2,0,三ゴロ
セリーグ,中日,雄太,2014,08/03,0,1,一ゴロ
セリーグ,中日,雄太,2014,07/27,2,0,中飛
セリーグ,中日,雄太,2014,07/27,2,2,空三振
セリーグ,中日,雄太,2014,07/15,2,1,見三振
セリーグ,中日,雄太,2014,07/15,2,0,空三振
セリーグ,中日,雄太,2014,07/09,2,2,空三振
セリーグ,中日,雄太,2014,07/09,2,0,空三振
セリーグ,中日,雄太,2014,07/02,0,0,遊ゴロ
セリーグ,中日,雄太,2014,06/14,2,1,見三振
セリーグ,中日,雄太,2014,05/31,1,0,遊ゴロ
セリーグ,中日,雄太,2014,05/31,2,0,二ゴロ
セリーグ,中日,雄太,2014,05/24,2,1,空三振
セリーグ,中日,雄太,2014,05/24,2,1,空三振
セリーグ,中日,雄太,2014,05/08,2,2,空三振
セリーグ,中日,雄太,2014,05/08,2,3,投ゴロ
セリーグ,中日,濱田　達郎,2014,08/20,2,2,二ゴロ
セリーグ,中日,濱田　達郎,2014,08/20,2,0,空三振
セリーグ,中日,濱田　達郎,2014,08/13,0,0,投ゴロ
セリーグ,中日,濱田　達郎,2014,08/13,1,0,投犠打
セリーグ,中日,濱田　達郎,2014,07/30,1,2,一ゴロ
セリーグ,中日,濱田　達郎,2014,07/22,2,0,空三振
セリーグ,中日,濱田　達郎,2014,07/22,2,2,バ三振
セリーグ,中日,濱田　達郎,2014,07/22,1,1,中飛
セリーグ,中日,濱田　達郎,2014,07/13,1,0,捕犠打
セリーグ,中日,濱田　達郎,2014,07/06,1,0,中安
セリーグ,中日,濱田　達郎,2014,07/06,2,2,バ三振
セリーグ,中日,濱田　達郎,2014,07/06,0,0,右安(1)
セリーグ,中日,濱田　達郎,2014,06/29,0,0,一ゴロ(1)
セリーグ,中日,濱田　達郎,2014,06/29,1,1,一ゴロ
セリーグ,中日,濱田　達郎,2014,06/29,0,1,右飛
セリーグ,中日,濱田　達郎,2014,06/29,2,1,バ三振
セリーグ,中日,濱田　達郎,2014,06/11,2,0,バ三振
セリーグ,中日,濱田　達郎,2014,06/11,0,0,投ゴロ
セリーグ,中日,濱田　達郎,2014,06/03,2,1,空三振
セリーグ,中日,濱田　達郎,2014,06/03,2,1,見三振
セリーグ,中日,濱田　達郎,2014,06/03,2,1,三ゴロ
セリーグ,中日,濱田　達郎,2014,05/15,2,1,投犠打
セリーグ,中日,濱田　達郎,2014,05/15,2,1,中飛
セリーグ,中日,濱田　達郎,2014,05/07,2,0,空三振
セリーグ,中日,濱田　達郎,2014,05/07,2,0,空三振
セリーグ,中日,濱田　達郎,2014,05/07,2,0,空三振
セリーグ,中日,濱田　達郎,2014,05/07,2,1,見三振
セリーグ,中日,濱田　達郎,2014,05/03,1,2,三直
セリーグ,中日,大野　雄大,2014,10/01,2,1,空三振
セリーグ,中日,大野　雄大,2014,10/01,2,1,空三振
セリーグ,中日,大野　雄大,2014,09/24,1,0,左安
セリーグ,中日,大野　雄大,2014,09/24,0,0,捕犠打
